_time,sender,subject,attachments,recipients,recipients_email_domain,time_month,leaver,termination,account_type,wordlist_attachment,wordlist_subject,bunit,department,status,user_response,final_outcome,policy_name,justifications
2025-01-03T11:55:1672,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1659,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1640,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1651,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1667,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1673,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1660,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1641,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1652,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1668,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1674,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1661,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1642,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1653,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1669,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1675,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1662,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1643,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1654,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1670,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1676,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1663,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1644,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1655,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1671,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1677,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1664,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1645,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1656,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1672,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1678,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1665,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1646,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1657,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1673,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1679,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1666,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1647,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1658,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1674,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1680,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1667,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1648,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1659,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1675,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1681,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1668,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1649,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1660,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1676,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1682,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1669,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1650,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1661,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1677,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1683,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1670,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1651,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1662,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1678,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1684,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1671,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1652,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1663,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1679,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1685,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1672,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1653,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1664,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1680,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1686,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1673,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1654,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1665,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1681,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1687,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1674,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1655,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1666,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1682,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1688,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1675,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1656,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1667,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1683,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1689,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1676,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1657,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1668,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1684,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1690,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1677,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1658,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1669,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1685,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1691,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1678,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1659,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1670,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1686,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1692,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1679,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1660,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1671,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1687,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1693,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1680,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1661,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1672,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1688,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1694,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1681,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1662,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1673,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1689,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1695,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1682,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1663,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1674,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1690,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1696,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1683,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1664,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1675,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1691,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1697,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1684,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1665,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1676,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1692,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1698,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1685,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1666,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1677,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1693,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1699,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1686,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
2025-01-03T08:30:1667,john.doe@company.com,Budget Proposal,budget.xlsx,finance@company.com,company.com,January,NO,-,Manager,budget,proposal,Finance,Accounting,Delivered,Clicked,Benign,Financial Policy,Budget planning
2025-01-03T09:45:1678,alice.brown@company.com,Team Survey,survey.pdf,team@company.com,company.com,January,NO,-,Employee,survey,team,HR,Engagement,Delivered,None,Benign,HR Policy,Employee feedback
2025-01-03T10:50:1694,bob.wilson@company.com,Client Update,update.pdf,client@external.com,external.com,January,NO,-,Contractor,update,client,Sales,Client Relations,Delivered,Clicked,Benign,Business Policy,Client communication
2025-01-03T11:55:1700,emily.davis@company.com,Security Breach,none,all@company.com,company.com,January,NO,-,Employee,none,breach,Security,IT Security,Delivered,Reported,Malicious,Security Policy,Critical alert
2025-01-02T17:25:1687,sophia.green@company.com,Quarterly Review,review.pptx,mike.jones@company.com,company.com,January,NO,-,Employee,review,quarterly,HR,Performance,Delivered,Clicked,Benign,HR Policy,Performance review
