_time,sender,subject,attachments,recipients,recipients_email_domain,leaver,Termination,time_month,account_type,wordlist_attachment,wordlist_subject,bunit,department,status,user_response,final_outcome,policy_name,justification
2025-06-09T00:32:44,dave@company.com,Project Update,contract.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,contractor,salary,salary,HR,Accounting,Medium,a,g,policy_C,school work 
2025-07-22T03:31:04,bob@company.com,Quarterly Report,cv.pdf,erin@partner.org,partner.org,NO,2025-08,2025-07,intern,confidential,salary,Finance,Accounting,Critical,a,f,policy_C,home
2025-07-17T01:02:07,dave@company.com,Resignation Letter,home.pdf,john@vendor.org,vendor.org,YES,2025-07,2025-07,employee,-,confidential,HR,Recruitment,Medium,b,f,Ploicy_B,school work 
2025-06-17T00:01:59,dave@company.com,Quarterly Report,-,sara@client.com,client.com,NO,2025-07,2025-07,employee,salary,confidential,HR,Development,Medium,b,f,policy_A,home
2025-06-27T23:40:13,bob@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,NO,2025-12,2025-07,intern,salary,salary,Engineering,Recruitment,Critical,c,f,Ploicy_B,school work 
2025-06-26T03:35:46,dave@company.com,Confidential Proposal,-,john@vendor.org,vendor.org,NO,2025-07,2025-07,employee,-,confidential,Engineering,Development,Low,c,g,policy_A,home
2025-07-13T11:41:39,dave@company.com,Confidential Proposal,-,dave@external.com,external.com,YES,2025-11,2025-07,employee,salary,salary,HR,Recruitment,Medium,c,g,Ploicy_B,school work 
2025-06-09T16:24:01,alice@company.com,Confidential Proposal,report.pdf,dave@external.com,external.com,NO,2025-07,2025-07,employee,-,salary,Finance,Development,Medium,b,h,policy_A,home
2025-07-13T11:45:55,bob@company.com,Project Update,contract.pdf,john@vendor.org,vendor.org,NO,2025-10,2025-07,intern,-,confidential,HR,Development,Low,c,h,policy_C,school work 
2025-07-07T07:11:46,alice@company.com,Resignation Letter,contract.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,intern,-,-,Finance,Accounting,Low,c,h,Ploicy_B,home
2025-06-16T14:32:55,dave@company.com,Confidential Proposal,home.pdf,sara@client.com,client.com,YES,2025-07,2025-07,employee,salary,salary,Engineering,Recruitment,High,b,g,policy_A,school work 
2025-07-19T21:32:20,dave@company.com,Project Update,-,dave@external.com,external.com,NO,2025-07,2025-07,contractor,salary,-,Finance,Accounting,Critical,c,f,Ploicy_B,home
2025-07-13T22:42:07,carol@company.com,Confidential Proposal,report.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,intern,-,-,HR,Accounting,Medium,a,g,policy_A,school work 
2025-07-31T00:03:43,alice@company.com,Confidential Proposal,org.pdf,dave@external.com,external.com,YES,2025-10,2025-07,contractor,salary,confidential,HR,Recruitment,High,b,h,policy_A,home
2025-07-12T13:35:46,bob@company.com,Confidential Proposal,contract.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,employee,confidential,salary,Engineering,Recruitment,Critical,b,h,policy_A,school work 
2025-07-16T15:51:39,dave@company.com,Project Update,report.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,contractor,salary,confidential,Engineering,Accounting,Critical,a,h,policy_C,home
2025-06-28T08:10:53,alice@company.com,Project Update,contract.pdf,sara@client.com,client.com,YES,2025-12,2025-07,contractor,salary,-,HR,Recruitment,Low,b,f,policy_A,school work 
2025-07-09T21:27:34,alice@company.com,Confidential Proposal,org.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,intern,-,-,Engineering,Recruitment,High,c,f,policy_A,home
2025-07-10T11:47:01,dave@company.com,Confidential Proposal,home.pdf,john@vendor.org,vendor.org,YES,2025-10,2025-07,intern,salary,salary,HR,Accounting,Critical,b,h,policy_C,school work 
2025-06-10T19:20:53,carol@company.com,Resignation Letter,home.pdf,sara@client.com,client.com,YES,2025-09,2025-07,intern,confidential,salary,Finance,Recruitment,Medium,b,f,policy_A,home
2025-06-01T16:08:36,carol@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,YES,2025-09,2025-07,contractor,salary,-,HR,Development,High,c,g,Ploicy_B,school work 
2025-06-12T21:57:23,dave@company.com,Confidential Proposal,contract.pdf,sara@client.com,client.com,NO,2025-12,2025-07,contractor,-,-,Finance,Recruitment,Critical,a,h,policy_C,home
2025-07-04T23:58:42,bob@company.com,Resignation Letter,cv.pdf,sara@client.com,client.com,NO,2025-09,2025-07,intern,-,-,HR,Recruitment,High,b,f,Ploicy_B,school work 
2025-07-02T23:18:09,bob@company.com,Confidential Proposal,-,john@vendor.org,vendor.org,YES,2025-09,2025-07,intern,confidential,-,HR,Development,Low,b,g,Ploicy_B,home
2025-07-11T17:19:29,dave@company.com,Confidential Proposal,org.pdf,john@vendor.org,vendor.org,YES,2025-09,2025-07,intern,salary,confidential,HR,Recruitment,Critical,c,h,policy_A,school work 
2025-07-29T06:02:02,alice@company.com,Resignation Letter,report.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,contractor,confidential,salary,Engineering,Accounting,Critical,b,h,policy_A,home
2025-06-16T02:09:11,alice@company.com,Confidential Proposal,home.pdf,john@vendor.org,vendor.org,NO,2025-08,2025-07,intern,salary,confidential,Engineering,Development,Low,a,g,policy_C,school work 
2025-06-21T22:56:14,alice@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,NO,2025-12,2025-07,employee,-,confidential,HR,Recruitment,High,a,h,policy_C,home
2025-06-03T22:07:00,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,employee,confidential,-,Finance,Development,High,a,h,policy_A,school work 
2025-07-28T08:18:29,alice@company.com,Confidential Proposal,org.pdf,dave@external.com,external.com,YES,2025-07,2025-07,employee,confidential,confidential,Engineering,Recruitment,Low,b,h,policy_A,home
2025-07-09T00:29:00,carol@company.com,Quarterly Report,cv.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,contractor,salary,-,HR,Development,High,c,g,policy_C,school work 
2025-07-17T17:24:54,dave@company.com,Project Update,-,john@vendor.org,vendor.org,NO,2025-07,2025-07,contractor,-,salary,Finance,Accounting,Critical,c,h,policy_C,home
2025-06-01T17:48:36,dave@company.com,Quarterly Report,cv.pdf,erin@partner.org,partner.org,YES,2025-11,2025-07,intern,salary,-,Engineering,Development,High,c,f,Ploicy_B,school work 
2025-07-21T13:39:25,dave@company.com,Project Update,report.pdf,sara@client.com,client.com,YES,2025-09,2025-07,intern,salary,confidential,Engineering,Development,Medium,c,h,Ploicy_B,home
2025-07-01T04:25:02,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,YES,2025-12,2025-07,contractor,-,-,Finance,Recruitment,Low,a,g,policy_C,school work 
2025-07-27T21:27:04,alice@company.com,Quarterly Report,report.pdf,sara@client.com,client.com,YES,2025-07,2025-07,contractor,confidential,confidential,HR,Accounting,High,b,h,policy_A,home
2025-06-05T18:38:50,alice@company.com,Quarterly Report,home.pdf,john@vendor.org,vendor.org,YES,2025-11,2025-07,contractor,salary,confidential,Finance,Development,Medium,a,h,Ploicy_B,school work 
2025-07-31T10:40:08,alice@company.com,Resignation Letter,report.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,intern,salary,salary,Finance,Development,High,b,g,policy_A,home
2025-06-06T13:24:46,bob@company.com,Project Update,-,sara@client.com,client.com,NO,2025-08,2025-07,employee,-,-,Finance,Development,Medium,b,g,Ploicy_B,school work 
2025-07-21T07:36:01,dave@company.com,Quarterly Report,cv.pdf,dave@external.com,external.com,YES,2025-09,2025-07,intern,-,-,HR,Development,Critical,c,g,policy_A,home
2025-06-02T11:02:13,bob@company.com,Quarterly Report,report.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,intern,salary,confidential,Finance,Development,High,b,g,policy_C,school work 
2025-06-27T03:54:53,alice@company.com,Quarterly Report,contract.pdf,dave@external.com,external.com,YES,2025-12,2025-07,employee,confidential,salary,Engineering,Accounting,Low,a,f,Ploicy_B,home
2025-06-24T02:44:14,dave@company.com,Confidential Proposal,org.pdf,sara@client.com,client.com,YES,2025-10,2025-07,intern,salary,confidential,HR,Accounting,Critical,b,f,Ploicy_B,school work 
2025-07-19T15:44:54,bob@company.com,Confidential Proposal,org.pdf,sara@client.com,client.com,YES,2025-08,2025-07,employee,salary,confidential,HR,Accounting,High,a,h,policy_A,home
2025-07-12T22:27:55,alice@company.com,Confidential Proposal,home.pdf,dave@external.com,external.com,YES,2025-10,2025-07,intern,salary,-,HR,Accounting,Medium,a,h,policy_A,school work 
2025-06-24T15:21:48,bob@company.com,Quarterly Report,report.pdf,sara@client.com,client.com,NO,2025-11,2025-07,employee,salary,-,HR,Development,Low,a,g,policy_A,home
2025-06-10T10:20:26,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,employee,confidential,salary,Engineering,Accounting,Critical,c,f,policy_C,school work 
2025-06-11T11:48:44,alice@company.com,Confidential Proposal,contract.pdf,dave@external.com,external.com,NO,2025-12,2025-07,intern,confidential,salary,HR,Accounting,Medium,b,h,Ploicy_B,home
2025-06-28T00:14:58,dave@company.com,Resignation Letter,-,sara@client.com,client.com,NO,2025-07,2025-07,contractor,salary,confidential,HR,Development,High,b,f,policy_C,school work 
2025-07-28T15:32:42,dave@company.com,Confidential Proposal,-,sara@client.com,client.com,YES,2025-12,2025-07,intern,confidential,salary,Engineering,Recruitment,High,c,g,policy_A,home
2025-07-22T12:07:38,bob@company.com,Quarterly Report,-,john@vendor.org,vendor.org,YES,2025-08,2025-07,employee,confidential,confidential,Engineering,Development,Critical,a,h,Ploicy_B,school work 
2025-06-13T20:00:09,alice@company.com,Quarterly Report,contract.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,contractor,salary,salary,HR,Development,Critical,c,h,policy_A,home
2025-07-21T05:48:25,carol@company.com,Project Update,home.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,contractor,-,confidential,Finance,Development,Medium,b,g,policy_A,school work 
2025-06-12T06:49:08,dave@company.com,Project Update,home.pdf,sara@client.com,client.com,NO,2025-11,2025-07,intern,confidential,salary,HR,Accounting,Medium,b,f,Ploicy_B,home
2025-06-11T08:54:13,carol@company.com,Confidential Proposal,cv.pdf,dave@external.com,external.com,YES,2025-12,2025-07,intern,salary,salary,Engineering,Development,Critical,b,f,policy_A,school work 
2025-06-06T02:21:13,bob@company.com,Confidential Proposal,org.pdf,erin@partner.org,partner.org,NO,2025-08,2025-07,intern,salary,confidential,Finance,Accounting,Medium,b,g,Ploicy_B,home
2025-07-13T11:47:12,bob@company.com,Resignation Letter,cv.pdf,dave@external.com,external.com,YES,2025-12,2025-07,employee,salary,confidential,Engineering,Development,Low,c,g,Ploicy_B,school work 
2025-06-17T04:39:51,alice@company.com,Project Update,contract.pdf,dave@external.com,external.com,NO,2025-12,2025-07,intern,-,salary,HR,Development,High,c,h,Ploicy_B,home
2025-07-02T01:51:01,carol@company.com,Project Update,home.pdf,dave@external.com,external.com,NO,2025-12,2025-07,contractor,confidential,confidential,HR,Accounting,Medium,a,g,policy_C,school work 
2025-06-12T16:08:05,alice@company.com,Project Update,home.pdf,sara@client.com,client.com,NO,2025-07,2025-07,employee,salary,-,Engineering,Recruitment,Critical,b,h,policy_A,home
2025-07-10T13:08:00,dave@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,employee,confidential,salary,HR,Development,High,b,g,policy_A,school work 
2025-07-08T12:54:13,carol@company.com,Quarterly Report,-,dave@external.com,external.com,NO,2025-07,2025-07,employee,confidential,confidential,HR,Recruitment,High,a,h,Ploicy_B,home
2025-07-07T09:06:48,bob@company.com,Confidential Proposal,-,dave@external.com,external.com,NO,2025-10,2025-07,contractor,confidential,confidential,Engineering,Recruitment,Medium,a,g,Ploicy_B,school work 
2025-06-22T21:21:23,alice@company.com,Resignation Letter,report.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,employee,salary,confidential,HR,Development,Critical,a,f,policy_C,home
2025-07-24T01:42:53,bob@company.com,Resignation Letter,home.pdf,sara@client.com,client.com,NO,2025-10,2025-07,intern,-,confidential,Engineering,Recruitment,Critical,b,h,policy_C,school work 
2025-06-23T11:21:33,carol@company.com,Quarterly Report,report.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,contractor,-,-,Finance,Recruitment,Medium,c,f,Ploicy_B,home
2025-06-12T15:47:19,bob@company.com,Project Update,report.pdf,dave@external.com,external.com,NO,2025-11,2025-07,contractor,confidential,confidential,Finance,Accounting,Low,c,g,policy_C,school work 
2025-07-14T07:32:04,carol@company.com,Quarterly Report,contract.pdf,john@vendor.org,vendor.org,YES,2025-09,2025-07,intern,confidential,-,Finance,Development,Critical,c,f,policy_C,home
2025-06-29T06:39:42,alice@company.com,Confidential Proposal,org.pdf,dave@external.com,external.com,YES,2025-12,2025-07,contractor,confidential,salary,Engineering,Recruitment,Low,a,g,policy_A,school work 
2025-07-29T21:46:39,carol@company.com,Project Update,org.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,contractor,-,-,Finance,Recruitment,Critical,b,h,policy_C,home
2025-06-26T03:46:59,bob@company.com,Quarterly Report,report.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,contractor,-,-,Finance,Recruitment,Low,b,f,Ploicy_B,school work 
2025-06-03T03:29:42,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-08,2025-07,employee,-,confidential,Engineering,Development,Critical,b,g,policy_A,home
2025-06-17T17:20:45,dave@company.com,Confidential Proposal,home.pdf,sara@client.com,client.com,NO,2025-11,2025-07,employee,salary,confidential,Engineering,Recruitment,High,c,f,policy_A,school work 
2025-06-08T19:19:27,carol@company.com,Resignation Letter,home.pdf,sara@client.com,client.com,NO,2025-07,2025-07,intern,salary,salary,Engineering,Development,Medium,a,h,policy_A,home
2025-06-27T15:51:26,dave@company.com,Resignation Letter,contract.pdf,sara@client.com,client.com,NO,2025-07,2025-07,employee,confidential,-,HR,Accounting,High,a,h,policy_C,school work 
2025-06-15T17:15:32,alice@company.com,Resignation Letter,cv.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,contractor,salary,salary,HR,Accounting,Low,a,g,policy_C,home
2025-07-04T11:30:16,dave@company.com,Confidential Proposal,home.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,intern,salary,-,Engineering,Development,Low,a,g,policy_A,school work 
2025-07-11T18:49:09,carol@company.com,Confidential Proposal,contract.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,contractor,confidential,confidential,HR,Accounting,Low,a,h,policy_C,home
2025-06-26T12:09:53,bob@company.com,Confidential Proposal,cv.pdf,dave@external.com,external.com,YES,2025-12,2025-07,employee,salary,salary,Finance,Recruitment,Medium,c,f,Ploicy_B,school work 
2025-07-10T05:09:07,bob@company.com,Project Update,-,sara@client.com,client.com,NO,2025-11,2025-07,employee,salary,-,Finance,Development,High,c,f,policy_A,home
2025-07-25T09:58:30,bob@company.com,Resignation Letter,org.pdf,erin@partner.org,partner.org,NO,2025-08,2025-07,contractor,confidential,-,Engineering,Accounting,Medium,c,g,policy_A,school work 
2025-06-03T22:59:19,dave@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,intern,confidential,salary,HR,Recruitment,Medium,a,f,policy_A,home
2025-07-12T16:56:16,bob@company.com,Resignation Letter,org.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,intern,salary,salary,Engineering,Accounting,Low,a,g,policy_A,school work 
2025-07-17T22:22:14,alice@company.com,Resignation Letter,contract.pdf,dave@external.com,external.com,YES,2025-07,2025-07,contractor,salary,confidential,Finance,Accounting,High,a,f,policy_A,home
2025-06-09T07:30:14,dave@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,NO,2025-10,2025-07,intern,salary,confidential,Engineering,Development,High,b,g,Ploicy_B,school work 
2025-06-16T17:31:47,bob@company.com,Confidential Proposal,org.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,employee,-,confidential,Finance,Recruitment,High,c,h,policy_C,home
2025-07-15T04:04:09,alice@company.com,Resignation Letter,home.pdf,sara@client.com,client.com,NO,2025-11,2025-07,contractor,confidential,salary,HR,Development,Critical,c,g,Ploicy_B,school work 
2025-06-28T01:09:23,alice@company.com,Project Update,contract.pdf,sara@client.com,client.com,YES,2025-09,2025-07,intern,salary,confidential,HR,Recruitment,Medium,b,h,Ploicy_B,home
2025-06-23T01:35:44,alice@company.com,Project Update,org.pdf,dave@external.com,external.com,NO,2025-07,2025-07,contractor,confidential,salary,Finance,Development,Critical,b,g,Ploicy_B,school work 
2025-06-10T14:14:27,dave@company.com,Quarterly Report,contract.pdf,dave@external.com,external.com,NO,2025-11,2025-07,intern,confidential,confidential,Engineering,Accounting,Critical,a,h,policy_C,home
2025-06-06T18:08:01,dave@company.com,Confidential Proposal,report.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,employee,-,salary,HR,Development,Low,a,h,policy_A,school work 
2025-06-10T01:05:39,bob@company.com,Project Update,-,dave@external.com,external.com,NO,2025-10,2025-07,employee,salary,-,Engineering,Development,Medium,a,f,Ploicy_B,home
2025-07-09T11:09:26,dave@company.com,Confidential Proposal,contract.pdf,erin@partner.org,partner.org,YES,2025-11,2025-07,contractor,-,confidential,Engineering,Accounting,Low,c,g,policy_A,school work 
2025-06-12T22:02:33,alice@company.com,Quarterly Report,report.pdf,dave@external.com,external.com,YES,2025-11,2025-07,contractor,-,salary,Engineering,Recruitment,Low,a,f,policy_C,home
2025-07-01T11:04:37,dave@company.com,Confidential Proposal,-,erin@partner.org,partner.org,NO,2025-10,2025-07,employee,confidential,-,HR,Recruitment,Critical,a,g,policy_C,school work 
2025-06-09T03:05:46,bob@company.com,Project Update,-,dave@external.com,external.com,YES,2025-12,2025-07,intern,salary,confidential,HR,Recruitment,Medium,a,g,policy_A,home
2025-06-06T16:13:07,dave@company.com,Resignation Letter,cv.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,employee,salary,salary,Finance,Accounting,Low,b,h,Ploicy_B,school work 
2025-06-28T21:57:48,alice@company.com,Confidential Proposal,-,sara@client.com,client.com,NO,2025-11,2025-07,contractor,-,-,Finance,Accounting,Critical,a,g,policy_A,home
2025-07-26T22:33:28,bob@company.com,Resignation Letter,org.pdf,sara@client.com,client.com,YES,2025-08,2025-07,intern,-,confidential,Finance,Recruitment,Critical,a,h,policy_A,school work 
2025-06-11T18:02:23,dave@company.com,Quarterly Report,cv.pdf,sara@client.com,client.com,NO,2025-09,2025-07,contractor,confidential,confidential,Finance,Accounting,Medium,a,f,policy_A,home
2025-06-09T02:13:03,carol@company.com,Confidential Proposal,contract.pdf,erin@partner.org,partner.org,YES,2025-11,2025-07,intern,-,salary,Engineering,Accounting,Critical,a,g,policy_A,school work 
2025-06-30T10:34:16,alice@company.com,Resignation Letter,-,erin@partner.org,partner.org,NO,2025-08,2025-07,employee,confidential,-,Engineering,Recruitment,Critical,b,h,Ploicy_B,home
2025-06-20T09:38:39,alice@company.com,Project Update,-,dave@external.com,external.com,YES,2025-12,2025-07,contractor,salary,salary,Finance,Accounting,Critical,b,f,policy_C,school work 
2025-06-11T07:08:14,dave@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,YES,2025-07,2025-07,employee,salary,-,Engineering,Recruitment,Low,c,g,policy_C,home
2025-06-21T13:49:22,dave@company.com,Confidential Proposal,org.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,intern,confidential,confidential,Finance,Recruitment,Medium,c,f,policy_C,school work 
2025-07-26T13:09:33,bob@company.com,Resignation Letter,contract.pdf,john@vendor.org,vendor.org,NO,2025-10,2025-07,employee,confidential,-,HR,Accounting,Low,c,g,Ploicy_B,home
2025-07-13T06:45:04,dave@company.com,Confidential Proposal,contract.pdf,sara@client.com,client.com,YES,2025-08,2025-07,employee,confidential,confidential,Finance,Recruitment,Low,b,f,Ploicy_B,school work 
2025-07-23T07:30:44,carol@company.com,Project Update,org.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,employee,salary,confidential,Engineering,Development,Low,c,g,policy_A,home
2025-07-20T12:29:58,alice@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,YES,2025-08,2025-07,intern,salary,salary,Engineering,Development,Critical,c,g,policy_A,school work 
2025-07-06T15:51:17,carol@company.com,Confidential Proposal,home.pdf,erin@partner.org,partner.org,YES,2025-07,2025-07,contractor,salary,salary,Engineering,Development,Medium,b,h,policy_C,home
2025-07-04T07:28:54,dave@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,intern,salary,confidential,Finance,Development,Medium,b,h,policy_A,school work 
2025-06-13T13:49:49,carol@company.com,Quarterly Report,cv.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,intern,confidential,-,HR,Accounting,Medium,a,g,policy_A,home
2025-07-24T21:05:00,bob@company.com,Confidential Proposal,report.pdf,john@vendor.org,vendor.org,YES,2025-12,2025-07,employee,salary,salary,HR,Recruitment,Critical,c,h,policy_A,school work 
2025-06-01T21:16:43,dave@company.com,Confidential Proposal,cv.pdf,john@vendor.org,vendor.org,YES,2025-10,2025-07,intern,salary,confidential,Engineering,Accounting,Medium,c,g,policy_A,home
2025-07-07T07:28:28,alice@company.com,Project Update,cv.pdf,sara@client.com,client.com,YES,2025-08,2025-07,intern,salary,-,Finance,Recruitment,High,a,f,policy_C,school work 
2025-07-18T19:10:52,carol@company.com,Quarterly Report,org.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,employee,confidential,salary,HR,Development,Low,a,h,policy_A,home
2025-07-04T22:25:17,alice@company.com,Confidential Proposal,report.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,contractor,salary,confidential,Engineering,Accounting,High,a,h,policy_A,school work 
2025-07-03T16:20:53,dave@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,NO,2025-08,2025-07,contractor,-,-,Engineering,Accounting,Medium,a,g,policy_C,home
2025-07-18T14:01:46,bob@company.com,Resignation Letter,org.pdf,dave@external.com,external.com,YES,2025-12,2025-07,contractor,-,confidential,Engineering,Recruitment,Medium,a,f,Ploicy_B,school work 
2025-06-25T21:32:07,carol@company.com,Confidential Proposal,cv.pdf,dave@external.com,external.com,NO,2025-08,2025-07,intern,salary,confidential,HR,Accounting,Critical,b,f,policy_A,home
2025-07-07T10:01:31,alice@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,NO,2025-08,2025-07,contractor,confidential,confidential,Engineering,Accounting,Critical,c,f,Ploicy_B,school work 
2025-06-04T11:05:40,bob@company.com,Resignation Letter,report.pdf,sara@client.com,client.com,NO,2025-08,2025-07,intern,-,salary,HR,Recruitment,Medium,b,f,policy_C,home
2025-06-12T10:56:51,alice@company.com,Quarterly Report,cv.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,contractor,confidential,-,HR,Accounting,Low,b,h,policy_C,school work 
2025-07-25T19:25:24,alice@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-12,2025-07,employee,-,salary,HR,Development,Critical,b,g,policy_C,home
2025-07-01T13:15:41,bob@company.com,Resignation Letter,org.pdf,john@vendor.org,vendor.org,YES,2025-10,2025-07,employee,salary,-,Engineering,Development,Medium,c,f,Ploicy_B,school work 
2025-06-01T12:46:53,bob@company.com,Project Update,cv.pdf,sara@client.com,client.com,YES,2025-07,2025-07,contractor,confidential,salary,Engineering,Accounting,Low,a,g,policy_A,home
2025-06-11T22:23:46,bob@company.com,Confidential Proposal,report.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,employee,-,confidential,Engineering,Accounting,Medium,a,g,Ploicy_B,school work 
2025-07-14T07:58:08,dave@company.com,Confidential Proposal,home.pdf,dave@external.com,external.com,NO,2025-07,2025-07,intern,salary,salary,Finance,Accounting,Critical,b,h,policy_C,home
2025-07-23T03:45:59,bob@company.com,Project Update,home.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,contractor,salary,-,Finance,Recruitment,Medium,c,h,policy_A,school work 
2025-07-30T20:54:59,dave@company.com,Project Update,org.pdf,john@vendor.org,vendor.org,YES,2025-11,2025-07,intern,salary,-,HR,Development,Critical,b,g,policy_C,home
2025-06-26T09:28:05,bob@company.com,Quarterly Report,org.pdf,dave@external.com,external.com,YES,2025-12,2025-07,intern,confidential,confidential,HR,Development,Medium,c,f,Ploicy_B,school work 
2025-07-21T23:42:52,dave@company.com,Project Update,contract.pdf,sara@client.com,client.com,NO,2025-12,2025-07,employee,salary,salary,Finance,Accounting,High,c,h,Ploicy_B,home
2025-07-17T07:02:23,dave@company.com,Project Update,home.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,employee,salary,confidential,Engineering,Development,Low,a,h,policy_C,school work 
2025-06-04T15:51:46,bob@company.com,Resignation Letter,contract.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,intern,salary,salary,Finance,Development,Critical,a,f,policy_A,home
2025-06-24T05:39:06,bob@company.com,Project Update,-,erin@partner.org,partner.org,YES,2025-09,2025-07,intern,confidential,salary,Finance,Development,Low,c,h,policy_A,school work 
2025-07-17T18:20:22,carol@company.com,Confidential Proposal,home.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,intern,-,salary,Finance,Accounting,High,a,f,policy_A,home
2025-06-04T06:31:40,alice@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,NO,2025-09,2025-07,employee,salary,salary,HR,Accounting,Low,a,g,policy_A,school work 
2025-06-15T09:00:58,alice@company.com,Confidential Proposal,contract.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,intern,-,confidential,HR,Recruitment,Critical,b,f,Ploicy_B,home
2025-06-16T22:13:04,bob@company.com,Resignation Letter,contract.pdf,john@vendor.org,vendor.org,YES,2025-12,2025-07,employee,confidential,confidential,HR,Recruitment,Medium,c,f,policy_A,school work 
2025-06-14T19:55:35,dave@company.com,Quarterly Report,home.pdf,dave@external.com,external.com,YES,2025-08,2025-07,intern,confidential,-,Finance,Accounting,Medium,a,f,Ploicy_B,home
2025-06-29T22:44:40,dave@company.com,Project Update,org.pdf,john@vendor.org,vendor.org,YES,2025-07,2025-07,contractor,confidential,-,Engineering,Recruitment,High,c,h,policy_C,school work 
2025-06-06T17:52:03,dave@company.com,Quarterly Report,cv.pdf,erin@partner.org,partner.org,YES,2025-08,2025-07,employee,salary,salary,Finance,Recruitment,Medium,c,h,policy_A,home
2025-07-13T04:48:13,alice@company.com,Quarterly Report,contract.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,employee,-,salary,HR,Recruitment,Low,b,h,Ploicy_B,school work 
2025-07-19T20:10:32,carol@company.com,Quarterly Report,cv.pdf,dave@external.com,external.com,YES,2025-12,2025-07,employee,confidential,-,HR,Development,High,c,g,policy_C,home
2025-06-08T08:32:31,carol@company.com,Quarterly Report,-,dave@external.com,external.com,YES,2025-07,2025-07,intern,salary,salary,Finance,Recruitment,High,a,f,policy_A,school work 
2025-07-07T06:17:20,alice@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,contractor,salary,-,Engineering,Accounting,Low,a,g,Ploicy_B,home
2025-06-07T14:23:29,bob@company.com,Quarterly Report,contract.pdf,sara@client.com,client.com,YES,2025-11,2025-07,employee,salary,confidential,HR,Recruitment,Medium,b,h,Ploicy_B,school work 
2025-07-14T21:25:08,bob@company.com,Project Update,contract.pdf,john@vendor.org,vendor.org,YES,2025-07,2025-07,intern,confidential,salary,Finance,Development,Medium,a,f,policy_C,home
2025-06-25T14:11:16,alice@company.com,Project Update,report.pdf,dave@external.com,external.com,NO,2025-11,2025-07,contractor,-,-,Finance,Recruitment,Critical,a,f,policy_C,school work 
